Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Course,Fathers_occupation,Previous_qualification_grade,Curricular_units_1st_sem_grade,Admission_grade,Target
5,10.8,8014,3,133.1,11.44444444,135.0,Dropout
8,12.625,9853,10,133.0,14.33333333,131.3,Enrolled
13,13.26666667,9238,0,129.0,13.0,125.2,Graduate
8,13.31,9500,8,144.0,13.31,141.3,Graduate
5,12.2,9238,9,120.0,10.57142857,117.1,Graduate
7,13.48714286,9500,9,144.0,13.48714286,126.5,Graduate
6,11.83333333,9254,7,132.0,12.33333333,120.1,Graduate
5,12.83333333,9670,10,142.0,11.875,128.4,Dropout
6,13.96666667,9500,9,136.0,13.96666667,140.0,Graduate
0,0.0,9254,0,133.1,0.0,110.0,Dropout
5,12.8,9670,5,122.0,11.5,116.8,Graduate
0,0.0,9556,9,133.1,12.5,104.5,Dropout
0,0.0,9500,0,140.0,0.0,140.0,Dropout
7,13.225,9500,3,117.0,11.98,113.2,Graduate
5,11.8,9238,175,128.0,13.2,118.6,Enrolled
8,14.0375,9500,4,136.0,11.61428571,123.8,Graduate
7,14.31428571,9500,1,141.0,14.31428571,126.7,Graduate
0,0.0,9500,5,130.0,0.0,133.8,Dropout
2,13.0,9085,7,140.0,12.66666667,140.0,Enrolled
7,12.12857143,9500,5,102.0,12.76666667,100.6,Graduate
5,12.2,9853,9,126.0,12.66666667,132.7,Graduate
4,10.57142857,9670,3,125.0,11.5,106.6,Dropout
4,11.75,9670,4,120.0,11.4,140.4,Dropout
8,14.4775,9500,7,132.0,14.70625,128.3,Graduate
7,13.54285714,9500,5,128.0,11.81428571,118.6,Graduate
6,11.875,9070,8,115.0,13.0,123.4,Graduate
6,13.33333333,9670,5,125.0,14.85714286,124.0,Graduate
6,12.6,9500,2,137.0,12.6,121.3,Graduate
4,11.4,9085,4,101.0,13.33333333,101.0,Enrolled
6,12.83333333,9853,5,126.0,10.66666667,116.9,Enrolled
1,11.0,9130,5,130.0,11.5,130.0,Dropout
0,0.0,9556,9,100.0,10.0,120.0,Dropout
5,12.2,9254,3,122.0,11.8,130.4,Graduate
6,12.66666667,9070,7,126.0,11.8,118.7,Graduate
8,12.77125,9500,7,128.0,12.77125,131.5,Graduate
5,12.6,9085,9,134.0,11.33333333,120.4,Enrolled
5,14.6,9254,9,128.0,12.66666667,129.1,Graduate
4,10.83333333,9070,4,125.0,12.2,132.0,Enrolled
0,0.0,9085,1,130.0,12.0,130.0,Dropout
7,11.72142857,9500,7,135.0,11.72142857,132.8,Graduate
3,12.525,9500,161,133.1,14.0,143.7,Enrolled
5,13.8,33,4,140.0,14.75,152.8,Enrolled
6,13.66666667,9773,3,138.0,12.66666667,133.5,Graduate
5,14.0,9130,2,150.0,13.0,146.2,Dropout
0,0.0,9147,6,125.0,0.0,115.2,Dropout
0,0.0,9070,3,121.0,10.75,120.7,Enrolled
0,0.0,8014,99,120.0,0.0,101.8,Dropout
4,11.75,9670,0,140.0,12.5,100.0,Graduate
0,0.0,9991,2,100.0,0.0,121.9,Dropout
0,0.0,8014,10,140.0,0.0,120.4,Dropout
0,0.0,9238,10,140.0,0.0,120.4,Dropout
5,12.4,9003,4,120.0,12.5,148.8,Graduate
3,11.66666667,9853,4,138.0,12.8,123.0,Dropout
1,11.0,8014,0,133.1,10.0,100.0,Dropout
5,10.2,9853,9,118.0,11.25,112.1,Dropout
7,12.61,9500,5,135.0,12.61,126.8,Graduate
5,12.6,9130,9,130.0,12.0,115.9,Graduate
6,13.5,9238,8,150.0,13.0,132.5,Graduate
5,13.0,9085,9,149.0,12.0,132.2,Graduate
0,0.0,9556,1,180.0,12.0,183.5,Dropout
1,11.0,9119,3,133.1,12.0,136.0,Dropout
3,10.5,9119,3,133.1,12.0,100.9,Enrolled
0,0.0,171,10,145.0,0.0,114.5,Graduate
0,0.0,9147,9,110.0,0.0,110.3,Dropout
4,11.75,9130,2,154.0,13.625,137.2,Dropout
3,11.66666667,9147,7,126.0,11.66666667,116.9,Enrolled
0,0.0,9670,8,133.0,0.0,121.8,Dropout
7,11.69,9500,3,145.0,11.69,127.3,Graduate
0,0.0,9070,7,120.0,0.0,120.0,Dropout
0,0.0,171,2,150.0,0.0,150.0,Graduate
5,11.28571429,9991,4,150.0,11.5,100.0,Graduate
0,0.0,9119,4,150.0,14.0,150.0,Dropout
5,12.4,9254,4,127.0,11.0,116.9,Graduate
6,13.16666667,9003,9,140.0,12.85714286,140.0,Graduate
6,11.33333333,9773,9,128.0,12.5,122.1,Dropout
8,15.01818182,9500,5,127.0,14.52857143,160.0,Graduate
2,12.0,9147,7,117.0,10.0,118.4,Enrolled
6,12.625,9003,10,150.0,13.0,150.0,Graduate
8,15.18888889,9500,3,154.0,15.95714286,144.9,Graduate
5,12.6,9119,10,127.0,13.2,121.1,Enrolled
3,11.0,9147,10,133.0,10.2,121.8,Enrolled
2,13.5,9119,10,120.0,14.2,146.8,Enrolled
2,14.5,9670,6,133.1,12.625,138.0,Enrolled
6,13.49666667,9500,9,149.0,13.49666667,138.0,Enrolled
5,11.0,9147,7,125.0,13.25,116.3,Graduate
3,12.0,9119,5,126.0,12.0,122.5,Dropout
4,13.75,9773,9,133.1,13.0,115.0,Dropout
3,13.66666667,9070,10,115.0,11.77777778,115.0,Dropout
0,0.0,9119,2,117.0,11.0,119.8,Dropout
0,0.0,9147,4,133.1,0.0,95.0,Dropout
6,10.85714286,9003,2,150.0,12.42857143,150.0,Dropout
3,12.0,9147,4,130.0,11.0,117.8,Enrolled
0,0.0,171,9,161.0,0.0,144.2,Graduate
3,10.66666667,9254,193,130.0,11.5,130.0,Enrolled
8,12.5075,9500,10,111.0,12.5075,128.2,Graduate
11,12.0,9003,151,140.0,12.09090909,135.3,Graduate
3,12.66666667,9130,3,132.0,11.0,143.9,Enrolled
2,11.33333333,9991,10,139.0,10.0,140.7,Dropout
5,13.2,9130,9,132.0,13.5,130.4,Graduate
6,13.625,9070,9,119.0,14.16666667,123.2,Graduate
6,14.71428571,9670,9,133.1,14.0,118.0,Graduate
0,0.0,9003,4,133.1,0.0,120.0,Dropout
3,11.33333333,9119,5,129.0,11.66666667,118.9,Dropout
5,14.2,9085,8,128.0,14.6,117.2,Graduate
5,11.5,9003,2,120.0,13.0,120.0,Graduate
6,12.0,8014,9,130.0,12.16666667,118.1,Graduate
1,12.0,9147,9,130.0,0.0,124.8,Dropout
3,10.8,9119,10,111.0,10.5,106.5,Dropout
5,10.83333333,9147,5,121.0,12.4,116.8,Enrolled
0,0.0,171,10,117.0,0.0,109.3,Graduate
0,0.0,9085,4,133.1,0.0,120.0,Dropout
7,13.82857143,9500,9,149.0,13.82857143,137.5,Graduate
5,10.2,9991,8,172.0,10.6,150.0,Enrolled
6,11.66666667,9238,5,134.0,11.5,120.4,Graduate
6,13.625,9070,8,136.0,13.5,136.7,Graduate
0,0.0,8014,1,133.1,0.0,118.5,Dropout
7,12.61428571,9500,5,141.0,12.5375,133.0,Graduate
6,13.28571429,9670,7,141.0,14.83333333,128.8,Enrolled
4,12.8,9147,8,148.0,12.0,133.0,Graduate
5,11.6,9254,7,102.0,11.8,102.0,Graduate
5,15.2,9147,3,143.0,15.0,133.9,Graduate
5,13.2,9085,90,120.0,12.0,127.0,Graduate
6,12.28571429,9773,8,121.0,12.83333333,120.4,Graduate
3,12.0,9254,3,122.0,11.66666667,124.5,Graduate
8,13.825,9556,4,122.0,12.1625,123.9,Graduate
6,14.55555556,9670,3,123.0,13.83333333,117.8,Graduate
5,11.7,9500,8,133.0,12.45,126.7,Enrolled
6,13.57142857,9670,4,110.0,12.125,110.0,Graduate
4,13.0,9670,8,155.0,13.4,134.7,Enrolled
5,14.0,9003,6,119.0,13.33333333,113.2,Enrolled
11,11.54545455,9991,9,120.0,11.45454545,141.0,Dropout
3,10.0,9853,0,133.1,12.0,111.5,Dropout
5,12.6,9853,10,143.0,12.66666667,140.0,Dropout
6,13.77777778,9670,4,149.0,12.66666667,134.3,Graduate
13,11.46153846,9003,9,133.0,11.88888889,125.3,Graduate
0,0.0,9130,9,140.0,0.0,140.0,Dropout
4,11.6,9070,7,122.0,13.0,119.6,Dropout
8,15.74444444,9500,4,170.0,16.88571429,170.0,Graduate
6,12.33333333,8014,4,120.0,12.5,150.5,Graduate
8,15.8125,9500,8,143.0,13.05555556,128.0,Graduate
0,0.0,171,6,115.0,0.0,108.7,Dropout
0,0.0,9130,2,123.0,0.0,121.6,Dropout
7,12.35571429,9500,7,131.0,12.35571429,125.3,Graduate
0,0.0,9085,193,127.0,0.0,117.6,Dropout
5,11.98,9500,5,126.0,11.98,124.3,Enrolled
7,12.57142857,9853,182,112.0,13.85714286,106.1,Graduate
6,14.16666667,8014,7,150.0,13.0,139.9,Graduate
6,11.16666667,9070,1,116.0,12.83333333,110.8,Graduate
5,13.2,9147,7,118.0,11.0,118.0,Enrolled
7,12.35714286,9500,9,130.0,12.35714286,117.8,Graduate
7,13.85714286,9500,9,144.0,13.85714286,127.5,Graduate
6,10.66666667,9238,8,105.0,12.33333333,129.7,Graduate
8,13.78888889,9500,8,143.0,12.84714286,130.6,Graduate
8,13.01875,9500,7,137.0,12.34,126.3,Graduate
4,11.75,9085,3,140.0,12.66666667,140.0,Enrolled
6,12.5,9773,5,133.1,13.83333333,105.0,Graduate
2,10.0,9147,3,116.0,10.75,114.6,Dropout
4,10.25,9853,7,117.0,13.25,114.6,Dropout
8,13.73125,9500,5,137.0,13.73125,131.0,Graduate
3,12.66666667,9070,9,116.0,13.33333333,109.0,Dropout
5,10.8,9853,8,133.1,12.0,132.0,Dropout
6,11.33333333,8014,6,130.0,10.88888889,130.0,Graduate
8,13.81111111,9500,7,106.0,13.025,109.5,Graduate
6,14.16666667,9773,6,125.0,13.0,115.9,Graduate
5,12.0,9773,9,134.0,11.8,131.6,Graduate
7,12.04285714,9500,9,133.1,12.04285714,120.0,Graduate
4,13.0,9853,9,117.0,12.2,109.7,Enrolled
8,15.5,9500,7,136.0,12.8375,136.4,Graduate
7,11.7,9556,193,120.0,11.0,120.0,Graduate
5,14.0,9670,7,135.0,13.5,132.6,Graduate
6,12.71428571,9238,5,122.0,12.125,112.9,Graduate
7,12.62857143,9500,9,147.0,12.62857143,134.3,Graduate
4,11.4,9991,4,120.0,10.66666667,123.2,Enrolled
5,11.6,9238,5,121.0,11.2,117.2,Graduate
6,11.83333333,9773,3,135.0,12.66666667,129.8,Dropout
0,0.0,9670,0,130.0,13.5,158.0,Dropout
2,11.0,9147,9,128.0,11.66666667,116.5,Enrolled
3,12.33333333,9147,9,129.0,10.5,121.0,Enrolled
8,14.26875,9500,7,143.0,14.26875,133.8,Enrolled
0,0.0,9773,7,108.0,0.0,115.0,Dropout
3,13.33333333,9147,9,130.0,10.5,131.8,Enrolled
1,10.0,9238,5,135.0,11.2,121.0,Enrolled
5,14.83333333,9991,7,140.0,12.0,152.4,Graduate
8,13.2125,9556,3,120.0,12.22857143,110.2,Graduate
4,10.75,9670,1,117.0,11.5,113.5,Graduate
6,16.42857143,9238,0,151.0,15.375,144.4,Graduate
6,13.5,9085,5,140.0,13.66666667,143.3,Enrolled
7,12.61428571,9500,3,133.1,12.61428571,100.0,Graduate
6,11.5,9238,9,130.0,12.2,126.3,Graduate
4,11.0,9773,5,125.0,11.75,115.9,Graduate
3,10.0,9238,6,125.0,11.4,114.9,Enrolled
2,10.0,9238,10,135.0,10.6,121.0,Enrolled
11,11.45454545,8014,7,121.0,10.92307692,112.3,Graduate
5,12.4,9070,10,141.0,12.4,127.0,Graduate
0,0.0,9003,9,130.0,0.0,120.0,Dropout
6,15.5,9003,2,180.0,15.83333333,180.0,Graduate
6,11.70833333,9500,193,117.0,11.8,117.4,Enrolled
6,13.66666667,9773,1,127.0,12.57142857,115.8,Graduate
4,13.25,9670,0,126.0,12.0,136.5,Graduate
8,14.44444444,9500,7,143.0,13.3625,129.0,Graduate
5,16.0,9085,6,144.0,15.4,137.6,Graduate
4,11.75,9773,5,126.0,12.2,129.5,Dropout
11,13.54545455,9238,7,140.0,12.81818182,129.1,Graduate
0,0.0,9500,8,148.0,0.0,130.2,Dropout
17,13.55473684,9500,7,100.0,13.39473684,134.3,Graduate
6,11.0,9238,9,151.0,14.25,138.4,Graduate
7,14.71428571,8014,7,120.0,13.44444444,120.0,Dropout
8,11.7375,9500,7,135.0,12.28571429,123.5,Graduate
5,13.2,9070,3,121.0,11.66666667,116.1,Graduate
6,13.5,9254,8,116.0,12.16666667,110.8,Graduate
2,11.0,9853,9,147.0,10.0,142.8,Dropout
6,15.0,9070,7,160.0,14.0,155.5,Graduate
4,12.0,9853,7,133.0,11.83333333,126.7,Enrolled
0,0.0,9773,0,100.0,15.0,163.5,Dropout
0,0.0,171,5,151.0,0.0,161.9,Graduate
6,10.66666667,9254,9,124.0,10.83333333,123.3,Graduate
6,14.0,9238,6,140.0,13.14285714,137.5,Graduate
5,14.0,9085,5,170.0,14.4,166.6,Dropout
0,0.0,9238,10,133.1,0.0,103.5,Dropout
9,11.22222222,9003,9,133.1,12.0,110.0,Graduate
10,12.8,9991,9,100.0,12.2,128.2,Graduate
2,11.0,9085,9,120.0,12.33333333,137.7,Dropout
8,12.48125,9500,8,133.0,11.8375,128.8,Graduate
5,14.0,9991,2,120.0,11.8,170.0,Graduate
0,0.0,9147,7,133.1,0.0,116.4,Dropout
0,0.0,9130,4,133.1,0.0,100.9,Dropout
13,12.38461538,9003,7,133.1,12.68421053,136.0,Graduate
4,13.0,9254,3,140.0,12.57142857,130.0,Enrolled
0,0.0,33,8,100.0,11.25,100.0,Dropout
4,15.5,9130,9,133.1,14.0,157.0,Graduate
2,13.5,9147,5,143.0,13.33333333,152.1,Dropout
6,13.66666667,8014,0,165.0,13.66666667,162.9,Graduate
5,10.8,9254,1,154.0,10.0,137.2,Enrolled
6,11.71428571,9003,1,140.0,12.6,140.0,Graduate
1,17.0,9119,7,140.0,17.33333333,146.5,Dropout
3,12.0,9085,6,130.0,13.2,130.0,Enrolled
3,13.66666667,9147,3,133.1,14.0,128.0,Dropout
1,12.5,9556,2,190.0,13.875,190.0,Dropout
0,0.0,9991,9,120.0,0.0,133.2,Dropout
7,14.85714286,9238,9,100.0,13.11111111,124.3,Graduate
4,13.33333333,9991,9,120.0,13.0,138.1,Dropout
7,12.14285714,8014,8,133.1,12.5,144.3,Graduate
13,14.23076923,9003,6,150.0,14.11111111,140.0,Graduate
9,15.77777778,9254,9,120.0,14.72727273,148.3,Graduate
0,0.0,8014,7,133.1,0.0,96.0,Dropout
0,0.0,9991,90,133.1,0.0,121.7,Dropout
0,0.0,9119,8,100.0,0.0,160.0,Dropout
5,11.6,9085,90,133.1,13.5,110.3,Graduate
7,13.10571429,9500,2,143.0,13.10571429,129.0,Graduate
5,14.4,9085,6,120.0,13.5,150.0,Graduate
11,12.0,8014,10,161.0,11.84615385,100.0,Graduate
0,0.0,9130,90,133.1,0.0,107.5,Dropout
0,0.0,9670,9,140.0,14.33333333,170.0,Dropout
5,17.6,9991,9,123.0,15.8,123.0,Enrolled
5,12.4,9670,10,142.0,13.8,138.5,Enrolled
3,12.0,33,4,133.1,12.66666667,140.0,Dropout
6,12.0,9254,7,115.0,13.0,113.6,Enrolled
0,0.0,171,5,156.0,0.0,170.0,Graduate
0,0.0,8014,5,140.0,11.0,115.5,Dropout
0,0.0,9130,10,130.0,0.0,130.0,Dropout
8,16.575,9500,7,140.0,15.2,140.0,Graduate
7,14.375,9670,3,140.0,14.42857143,126.6,Graduate
0,0.0,9991,9,133.1,0.0,143.2,Dropout
0,0.0,171,7,131.0,0.0,131.4,Graduate
5,11.2,9670,2,141.0,13.75,133.3,Enrolled
3,12.0,9773,9,120.0,12.16666667,118.3,Dropout
5,11.66666667,9003,6,140.0,12.14285714,140.0,Graduate
5,11.6,9254,6,132.0,12.0,124.7,Graduate
4,12.75,9147,7,130.0,11.66666667,140.0,Graduate
0,0.0,9130,7,140.0,0.0,150.0,Dropout
5,12.0,9670,10,110.0,11.875,115.6,Graduate
6,12.33333333,9773,7,140.0,11.28571429,116.9,Enrolled
3,11.33333333,9254,7,130.0,10.0,123.4,Dropout
10,11.18181818,171,7,137.0,12.0,146.5,Enrolled
5,13.0,9773,8,158.0,13.83333333,117.1,Dropout
0,0.0,9070,7,124.0,0.0,113.9,Dropout
6,12.5,9254,2,136.0,14.42857143,128.7,Graduate
6,12.4,9500,3,142.0,14.2,132.9,Dropout
3,10.33333333,9991,8,150.0,11.5,123.0,Dropout
6,15.0,9773,9,120.0,13.0,129.8,Graduate
0,0.0,9003,5,149.0,0.0,156.1,Dropout
2,11.0,9003,4,130.0,11.33333333,120.0,Dropout
12,11.42857143,9085,6,110.0,12.5,117.2,Graduate
0,0.0,9670,3,133.1,0.0,107.0,Dropout
8,13.94444444,9500,3,134.0,13.47142857,128.4,Graduate
3,13.33333333,9670,5,130.0,11.75,123.4,Graduate
6,14.66666667,9070,9,141.0,13.33333333,126.7,Graduate
8,13.105,9500,3,123.0,13.105,123.0,Graduate
0,0.0,9991,9,133.1,0.0,137.2,Dropout
6,12.16666667,9070,9,122.0,15.5,125.9,Graduate
0,0.0,171,5,132.0,0.0,138.0,Dropout
3,12.33333333,9670,5,133.1,11.25,128.2,Dropout
11,11.36363636,9991,4,130.0,11.0,126.5,Dropout
4,13.0,9254,3,111.0,12.33333333,112.4,Graduate
5,11.8,9147,9,133.1,11.375,109.0,Graduate
12,12.38461538,9003,2,125.0,12.22222222,100.0,Graduate
0,0.0,171,10,137.0,0.0,144.7,Enrolled
6,12.0,8014,9,100.0,12.0,120.0,Graduate
1,10.0,9147,3,133.1,11.0,100.0,Enrolled
10,13.0,8014,5,150.0,14.125,154.0,Graduate
5,11.2,9147,10,120.0,10.2,111.3,Enrolled
4,12.4,9130,4,150.0,12.0,150.0,Enrolled
7,12.57142857,9991,1,133.1,12.33333333,100.0,Graduate
7,13.85714286,8014,7,133.1,14.33333333,162.5,Graduate
6,14.0,9670,5,132.0,15.16666667,134.1,Graduate
6,15.14285714,9085,9,134.0,15.14285714,133.0,Graduate
0,0.0,9773,5,126.0,0.0,119.0,Dropout
7,13.29444444,9500,9,136.0,13.41142857,131.1,Enrolled
6,12.16666667,9238,10,129.0,12.33333333,129.4,Graduate
4,12.2,9085,8,126.0,11.8,123.9,Enrolled
3,12.0,9085,7,140.0,12.0,140.0,Dropout
6,15.625,9085,4,162.0,15.0,162.0,Graduate
9,12.7,171,2,148.0,13.875,131.6,Dropout
6,14.33333333,9853,132,119.0,11.83333333,110.6,Enrolled
6,13.83333333,9773,5,123.0,12.5,117.4,Graduate
6,15.5,9773,7,150.0,15.0,137.8,Graduate
4,10.5,9670,4,113.0,11.66666667,106.7,Dropout
8,14.63375,9500,8,152.0,14.668,156.9,Graduate
6,13.345,9500,3,154.0,13.345,129.0,Enrolled
6,12.33333333,9773,9,130.0,12.8,124.8,Graduate
6,12.14285714,9238,1,121.0,10.83333333,115.1,Graduate
5,14.0,9070,2,153.0,13.66666667,146.7,Graduate
7,14.53714286,9500,5,148.0,14.53714286,132.8,Graduate
5,14.0,9085,90,143.0,14.4,159.1,Dropout
0,0.0,171,4,147.0,0.0,137.6,Graduate
6,13.83333333,9773,9,138.0,13.16666667,124.0,Graduate
0,0.0,9500,2,120.0,11.5,149.0,Dropout
6,12.42857143,9238,2,145.0,11.33333333,129.6,Graduate
5,13.6,9238,5,118.0,12.0,110.0,Graduate
6,12.16666667,9773,3,121.0,13.16666667,116.1,Graduate
6,14.16666667,9773,8,135.0,14.83333333,133.3,Graduate
9,13.22222222,9070,8,140.0,13.0,144.3,Graduate
8,12.95,9500,8,145.0,13.08714286,133.6,Graduate
6,13.66666667,9130,9,133.0,13.33333333,123.2,Graduate
4,12.75,9853,7,127.0,12.16666667,137.2,Enrolled
4,12.0,9070,5,130.0,11.0,130.0,Enrolled
0,0.0,9238,8,117.0,0.0,110.0,Dropout
5,12.2,9147,5,125.0,13.6,118.0,Graduate
6,14.0,9773,9,141.0,15.5,128.4,Graduate
7,14.28571429,9853,3,122.0,13.85714286,113.6,Graduate
3,10.0,9147,3,118.0,11.5,113.5,Enrolled
6,12.16666667,9070,5,142.0,13.0,146.9,Graduate
4,13.0,9130,10,143.0,14.0,141.3,Enrolled
0,0.0,9773,7,143.0,0.0,129.7,Dropout
6,11.5,9070,3,123.0,11.16666667,121.3,Enrolled
0,0.0,9238,4,115.0,0.0,109.1,Dropout
6,13.66666667,9853,7,112.0,12.14285714,107.1,Graduate
8,13.62777778,9500,9,135.0,14.14571429,129.2,Graduate
8,14.14444444,9500,3,162.0,14.45,154.1,Graduate
7,15.0,9853,4,143.0,15.71428571,147.2,Graduate
3,12.66666667,9147,4,130.0,12.8,120.0,Enrolled
6,11.5,9070,5,136.0,12.5,130.8,Enrolled
6,12.83333333,9070,4,125.0,14.5,120.8,Graduate
7,13.16428571,9500,5,132.0,13.46285714,125.4,Enrolled
6,12.83333333,8014,90,123.0,12.83333333,121.3,Graduate
4,11.6,9147,9,142.0,12.0,127.0,Graduate
0,0.0,171,3,147.0,0.0,151.6,Graduate
6,13.2,9085,7,140.0,14.71428571,131.6,Enrolled
6,13.28571429,9238,9,133.1,12.57142857,106.0,Graduate
6,11.5,9773,9,114.0,12.5,111.6,Graduate
5,14.0,9670,3,125.0,14.0,117.3,Graduate
6,13.16666667,9853,7,127.0,11.57142857,121.4,Dropout
6,15.33333333,9070,7,132.0,15.83333333,126.1,Graduate
8,14.25,9500,5,148.0,14.25,137.0,Graduate
0,0.0,9670,5,139.0,0.0,120.8,Dropout
6,11.0,9254,3,136.0,11.66666667,128.7,Dropout
0,0.0,9238,0,133.1,0.0,118.0,Dropout
2,12.5,9130,2,120.0,13.2,120.0,Enrolled
1,10.0,9130,6,130.0,12.0,160.0,Dropout
0,0.0,9119,5,110.0,0.0,150.0,Dropout
2,11.0,9119,4,133.0,12.0,121.8,Enrolled
4,10.75,9119,4,138.0,13.33333333,125.4,Dropout
2,13.5,9556,193,131.0,12.41428571,126.6,Enrolled
0,0.0,9130,8,150.0,0.0,150.0,Dropout
5,12.4,9147,10,125.0,13.8,114.5,Graduate
0,0.0,9147,9,108.0,0.0,107.0,Dropout
4,14.0,9147,4,116.0,11.5,115.7,Enrolled
0,0.0,9130,0,133.1,0.0,120.0,Dropout
6,14.01666667,9500,5,147.0,14.01666667,134.8,Graduate
5,10.8,9238,9,143.0,11.4,133.6,Graduate
0,0.0,171,8,115.0,0.0,129.0,Dropout
5,12.0,9991,131,160.0,10.4,128.4,Graduate
4,10.25,9147,9,118.0,10.66666667,122.2,Graduate
5,12.71428571,9085,5,122.0,14.25,113.3,Enrolled
8,14.10625,9500,4,143.0,13.91428571,129.9,Graduate
7,12.82375,9500,1,133.0,13.76111111,126.2,Graduate
4,11.25,9853,5,122.0,12.6,112.6,Enrolled
6,14.16666667,9238,9,164.0,13.85714286,149.0,Graduate
7,13.84285714,9500,9,133.1,13.84285714,120.0,Graduate
0,0.0,9119,5,127.0,0.0,120.4,Enrolled
0,0.0,9773,1,140.0,11.8,128.1,Dropout
6,13.83333333,9238,3,127.0,12.66666667,141.7,Dropout
0,0.0,9003,10,133.1,0.0,130.0,Dropout
0,0.0,9119,6,115.0,0.0,113.3,Dropout
2,10.0,9773,3,108.0,10.75,105.9,Dropout
3,13.25,9119,4,136.0,12.6,122.7,Dropout
0,0.0,9147,9,133.1,0.0,120.0,Dropout
7,12.14285714,9070,8,120.0,12.0,119.8,Dropout
2,14.5,9670,8,133.1,14.0,122.9,Dropout
6,13.5,9085,4,160.0,14.0,160.0,Dropout
8,15.05555556,9500,10,128.0,14.68285714,125.2,Graduate
0,0.0,9119,90,130.0,0.0,143.4,Dropout
0,0.0,9119,7,133.1,0.0,96.7,Dropout
5,12.8,9254,5,137.0,13.85714286,126.9,Graduate
0,0.0,171,7,163.0,0.0,143.1,Graduate
6,12.5,9254,193,125.0,13.14285714,114.5,Graduate
2,13.0,9119,0,120.0,18.0,140.0,Dropout
10,11.58333333,9991,5,150.0,11.46153846,113.7,Graduate
6,11.58333333,9556,1,135.0,11.2,131.5,Enrolled
4,14.5,9003,194,148.0,15.0,143.5,Graduate
8,12.23333333,9500,9,138.0,14.24444444,126.8,Graduate
5,11.0,9070,9,119.0,11.5,115.2,Dropout
0,0.0,9556,5,130.0,10.0,100.0,Dropout
5,11.6,9670,10,135.0,12.33333333,121.4,Graduate
7,12.14285714,9070,3,120.0,12.2,120.0,Dropout
5,13.2,9070,8,126.0,13.66666667,129.9,Graduate
0,0.0,171,5,149.0,0.0,151.1,Graduate
0,0.0,9003,6,110.0,11.0,120.0,Dropout
6,11.42857143,9003,7,133.1,13.0,130.0,Dropout
7,12.6,9500,9,127.0,12.6,119.0,Graduate
9,12.33333333,9773,0,120.0,12.2,122.0,Graduate
6,13.0,9773,0,136.0,13.16666667,129.7,Graduate
7,11.0,9238,7,110.0,11.0,112.5,Graduate
8,15.35,9500,7,136.0,14.01428571,136.0,Graduate
4,11.25,9773,5,145.0,13.0,133.1,Graduate
6,14.66666667,9773,9,159.0,14.0,151.3,Graduate
0,0.0,171,193,147.0,0.0,133.3,Dropout
7,14.42857143,9500,9,150.0,14.42857143,130.8,Graduate
0,0.0,8014,4,140.0,0.0,140.0,Dropout
13,12.46153846,9085,7,150.0,11.83333333,150.0,Graduate
1,13.0,9991,9,130.0,11.33333333,130.0,Dropout
6,13.0,9773,5,120.0,12.5,125.3,Graduate
11,12.54545455,9070,9,130.0,13.33333333,124.0,Graduate
4,11.0,9254,5,112.0,10.83333333,113.8,Enrolled
6,14.0,9670,7,128.0,13.0,124.4,Graduate
2,14.0,9147,7,114.0,10.0,107.7,Dropout
5,11.2,9238,5,118.0,11.42857143,110.0,Graduate
8,12.8875,9500,7,130.0,12.8875,130.0,Graduate
6,12.95,9500,4,145.0,12.95,138.8,Graduate
0,0.0,9147,9,121.0,10.0,126.3,Dropout
8,12.55,9500,5,114.0,13.09428571,114.5,Graduate
0,0.0,9670,7,127.0,0.0,116.5,Dropout
6,11.0,9238,6,145.0,11.71428571,128.6,Graduate
3,10.0,9238,5,130.0,11.25,130.0,Enrolled
0,0.0,171,10,150.0,0.0,134.6,Dropout
6,13.33333333,9853,5,145.0,13.16666667,146.8,Graduate
5,13.4,9085,4,128.0,12.75,135.7,Graduate
2,11.0,9991,9,140.0,10.6,120.0,Dropout
6,12.0,8014,7,130.0,11.2,138.0,Graduate
0,0.0,9500,6,140.0,0.0,135.5,Dropout
6,13.66666667,9773,5,120.0,13.0,120.0,Graduate
0,0.0,9991,90,147.0,0.0,111.7,Dropout
0,0.0,8014,10,133.1,0.0,100.0,Dropout
6,15.0,9003,4,160.0,14.16666667,160.0,Graduate
6,12.33333333,8014,7,133.1,12.83333333,114.8,Graduate
5,10.4,8014,3,140.0,11.75,131.0,Graduate
6,11.5,8014,9,133.1,10.83333333,97.0,Graduate
4,12.25,9238,2,131.0,11.75,131.7,Dropout
2,10.5,9500,6,133.1,11.5,120.0,Dropout
3,11.33333333,9991,9,120.0,10.0,110.0,Enrolled
6,13.7,9500,7,130.0,13.7,133.0,Graduate
0,0.0,9085,90,140.0,14.0,140.0,Dropout
6,12.16666667,8014,8,133.1,11.375,100.0,Enrolled
0,0.0,9085,163,140.0,0.0,129.3,Enrolled
0,0.0,9238,0,133.1,0.0,137.0,Dropout
2,12.5,9147,7,125.0,11.0,122.2,Enrolled
7,13.28571429,9853,9,115.0,13.0,108.0,Graduate
8,15.11111111,9670,7,110.0,13.6,110.0,Graduate
2,11.5,9147,9,140.0,11.0,127.7,Dropout
7,11.70571429,9500,5,100.0,11.70571429,121.3,Enrolled
11,14.33333333,171,3,145.0,13.25,140.1,Graduate
